id,date,category,title,lastEditedDate,image,url,summary
92e2b511-8773-4495-a852-7c111e50cc9b,20240610,知识库精选,知识库精选- 6 月 10 日,2024-06-11T05:57:10.078Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_11_07_30_49_a13e62f794.png?t=92e2b511-8773-4495-a852-7c111e50cc9b&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240610,"1. 苹果WWDC24最新消息汇总
2. 使用Qwen-Agent将上下文记忆扩展到百万量级
3. AI大神Andrej Karpathy最新重现 GPT2 经典教程 
4. 中学生能看懂：快手「可灵」和「Sora」背后 DiT 技术
5. 这可能是讲 Coze 的变量最通俗易懂的文章了"
e579ef3d-7ea5-4467-a348-b1e970bc3265,20240609,知识库精选,知识库精选- 6 月 9 日,2024-06-11T15:28:03.582Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_09_16_00_49_f6bee10e3f.png?t=e579ef3d-7ea5-4467-a348-b1e970bc3265&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240609,"1. MJ多张图保证构图、人物一致性实战教学
2. 小七姐：信息管理工具与方法
3. 【Token趣闻】AI收费为何要按Token计费？一探究竟！"
0c0bcf6b-2e01-4f78-af02-faf5a02ecca5,20240608,知识库精选,知识库精选- 6 月 8 日,2024-06-10T01:13:49.279Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_08_14_45_35_90d9f98234.png?t=0c0bcf6b-2e01-4f78-af02-faf5a02ecca5&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240608,"1. 这可能是讲 Coze 的知识库最通俗易懂的文章了
2. Soul：2024 Z世代AIGC态度报告
3. 【创意猎人】Midjourney创意风格书
4. 第二届 Agent 共学快闪的优秀作品《爸妈防骗助手》"
ef3f582b-3d8d-43c8-8de1-2b5ce338686e,20240607,知识库精选,知识库精选- 6 月 7 日,2024-06-08T06:20:03.252Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_07_09_52_56_ee2f8b823a.png?t=ef3f582b-3d8d-43c8-8de1-2b5ce338686e&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240607,"1. 卡尔：终于蹲到ChatTTS增强版整合包，AI视频配角们有了自己的声音～
2. 视频模型：可灵，收录了大家测试的效果
3. 观点：热爱与行动是通往 AGI 之路
4. 黄仁勋深度访谈：每周工作7天6点起床，60位高管都向我汇报
5. 简简单单捏 Coze团队的《一点都不简单的共创之路》"
5ccc0ac2-780d-4018-9d61-1058177fd96d,20240606,知识库精选,知识库精选- 6 月 6 日,2024-06-07T07:15:14.023Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_07_09_48_19_261ae746b5.png?t=5ccc0ac2-780d-4018-9d61-1058177fd96d&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240606,"1. Coze 共学活动的前六强队伍第二天分享
2. 快手版 Sora「可灵」开放测试
3. MidJourney Sref 种子库共创活动
4. 飞书社区上线了，也感谢飞书伙伴的推荐"
121260a1-c5f8-4f7e-b73a-d43a93afff99,20240605,知识库精选,知识库精选- 6 月 5 日,2024-06-06T04:49:36.499Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_05_13_34_38_7faec1286c.png?t=121260a1-c5f8-4f7e-b73a-d43a93afff99&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240605,"1. 这可能是讲 Coze 的数据库最通俗易懂的文章了
2. 大模型还是小学生，别着急让它去打工｜对谈真格基金戴雨森：当下AI发展到了哪个阶段？
3. 教程：09_芒种"
ab000b37-be62-412d-adbf-3c4aff43d897,20240604,知识库精选,知识库精选- 6 月 4 日,2024-06-05T02:26:48.050Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_04_00_07_51_68d36832e6.png?t=ab000b37-be62-412d-adbf-3c4aff43d897&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240604,"1. 创业邦：2024年Q1 AIGC 产业观察
2. AI领域的赛博佛祖，他的名字，叫张吕敏。
3. Midjourney群像人物一致性保持及空间深度控制
4. Stuart：一夜爆火的 ChatTTS 实测
5. 郝景芳：AI 来了，要怎么教育孩子"
ed3387ea-597a-4efb-a300-0861f8cc7756,20240603,知识库精选,知识库精选- 6 月 3 日,2024-06-04T05:50:56.498Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_03_11_19_21_181ddd7ea3.png?t=ed3387ea-597a-4efb-a300-0861f8cc7756&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240603,"1. Coze 共学：大家一起捏 Bot
2. Stable Diffusion 3 即将开源
3. YoYo：Coze 图像流小技巧：探索视觉艺术的隐藏宝藏
4. 《奥运前夜》完整版发布"
031fb73c-b1c5-4c43-989b-420468de37e8,20240602,知识库精选,知识库精选- 6 月 2 日,2024-06-04T05:51:15.216Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_02_09_00_58_c0e18ef2c0.png?t=031fb73c-b1c5-4c43-989b-420468de37e8&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240602,"1. Science in the age of AI报告
2. ComfyUI 全球领导力峰会圆满结束"
04d41ae8-de02-483f-b9c4-cd676ea5d1f2,20240601,知识库精选,知识库精选- 6 月 1 日,2024-06-02T03:17:03.902Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_06_01_07_36_21_0746edf44a.png?t=04d41ae8-de02-483f-b9c4-cd676ea5d1f2&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240601,"1. 极简 Python：10 段代码，学会基础 python
2. AI后续发展的七个阶段与造富机会"
7b600c50-5bbe-48ec-9997-a37196e4c9ec,20240531,知识库精选,知识库精选- 5 月 31 日,2024-05-31T23:40:02.931Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_31_17_29_43_70a86f712e.png?t=7b600c50-5bbe-48ec-9997-a37196e4c9ec&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240531,"1. 一起学多 AI 智能体系统课程（双语字幕）
2. 安仔：喂饭教程 - Coze AI 机器人对接上我的微信群了！
3. 从零学大模型：AI是怎么学会讲人话的？"
69e9bae2-577e-49c1-8817-3756de93ac71,20240530,知识库精选,知识库精选- 5 月 30 日,2024-05-31T01:23:10.537Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_30_08_43_57_0029b91871.png?t=69e9bae2-577e-49c1-8817-3756de93ac71&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240530,"1. a16z 发布 AI 语音 Agent 图谱：重塑通话的时机到了
2. 纽约大学 Alex Sheng：AI 程序员 Devin 的自我迭代之路 | Agent Insights
3. OpenAI联创：RLHF是超级智能的秘密武器
4. RAG提示工程系列（3）| 迈向工程化应用
5. 如何让自己的歌曲发布时更“好听”
6. OpenAI：GPTs 向全部用户开放，使用 GPT-4o
7. 从美国软件企业的统计数据看AI的发展情况"
e10f8875-17b3-4304-91b3-ccf243de2c4d,20240529,知识库精选,知识库精选- 5 月 29 日,2024-05-30T01:58:03.446Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_30_09_53_50_7d320e4d6b.png?t=e10f8875-17b3-4304-91b3-ccf243de2c4d&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240529,"1. ComfyUI 全球领导力峰会-中国分会场 完整议程 正式发布
2. ChatTTS：专门为对话场景设计的文本到语音TTS模型
3. 2024.5横向对比各家LLM的Long Context（32k篇）
4. 第二期的 Coze 快闪共学活动已结束，可以在 B 站观看回放"
f9522c90-46ef-4579-9d83-2dedb6332c79,20240528,知识库精选,知识库精选- 5 月 28 日,2024-05-29T01:28:34.443Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_28_16_31_46_9f6f1c20ce.png?t=f9522c90-46ef-4579-9d83-2dedb6332c79&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240528,"1. 即梦AI 视频生成 | 教你如何写好prompt
2. 阿里研究院：2024大模型训练数据白皮书
3. 探索LangGraph：构建多专家协作模型
4. 马斯克xAI估值240亿美元，LeCun隔空开怼，竟上升到人身攻击！
5. AI PMF 系列：赚到 RMB 的 AiPPT、赚到美金的 ACE Studio 和赚到留存的捏Ta"
5adae76d-2b74-4420-a30c-09e2b65cfa49,20240527,知识库精选,知识库精选- 5 月 27 日,2024-05-28T01:39:11.641Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_27_09_17_37_cbcc2dd3de.png?t=5adae76d-2b74-4420-a30c-09e2b65cfa49&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240527,"1. 歸藏老师的 AIGC 周刊如期而至
2. OpenAI 前首席科学家Ilya Sutskever给大神John Carmack推荐的AI阅读清单
3. Coze 共学活动前两天的教程和录播已经上传完成了
4. 听完这期，你就知道怎么和人聊 AI 了"
019c3cdf-decc-4d19-a8d6-577c01918ad5,20240526,知识库精选,知识库精选- 5 月 26 日,2024-05-27T08:23:34.492Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_26_22_35_08_f214262e7a.png?t=019c3cdf-decc-4d19-a8d6-577c01918ad5&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240526,"1. AI在K-12教育中的全景图
2. 世界好像变难了，我们该如何应对？| 对谈绿洲资本张津剑之 AI、人与生命力
3. 萨尔·可汗再次引领教育创新 | 盖茨书单
4. AI视频切磋大会第二期线下聚会
5. 更新了多份研究报告到研报精选和知识星球
6. 知名投资人谈硅谷AI创业的发展与未来：YC总裁Garry Tan，Elad Gil&Sarah Guo"
9a3847b4-b85f-428b-83cb-2bfaa62ac8af,20240525,知识库精选,知识库精选- 5 月 25 日,2024-05-25T14:12:50.853Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_25_20_53_22_a6c59da64c.png?t=9a3847b4-b85f-428b-83cb-2bfaa62ac8af&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240525,"1.  大模型的扑克牌：独家内幕故事
2. AI黑盒研究的突破性进展：Anthropic详解大模型的「思维」特征"
34aabe73-4e62-42af-8068-be9ee4a60018,20240524,知识库精选,知识库精选- 5 月 24 日,2024-05-25T14:07:10.896Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_24_23_09_42_17a7f215f5.png?t=34aabe73-4e62-42af-8068-be9ee4a60018&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240524,"1. Coze 共学活动前两天的教程和录播已经上传
2. YoYo：小白 AI 初识知识点扫盲
3. Atom Capital：AI陪伴赛道深度解析，我们离Her还有多远？
4. Jenni AI | 从地下室到2500万美金的""失败者""故事"
b977ac0b-6bd3-4478-814b-770fa98e07dd,20240523,知识库精选,知识库精选- 5 月 23 日,2024-05-24T01:27:54.443Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_23_15_48_07_d681de39bf.png?t=b977ac0b-6bd3-4478-814b-770fa98e07dd&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240523,"1. 探索LangGraph：如何创建一个既智能又可控的航空客服AI
2. 第二期 Coze 共学快闪活动
3. 第七期 Video Battle 比赛评选出炉
4. 现象级应用Remini创始人，再出发出海ToC
5. 啊朔：comfyui工作流记录文档
6. 宝藏SUNO的wiki全书"
f7d35f4d-f4d6-4875-95a8-6c3f515916ca,20240522,知识库精选,知识库精选- 5 月 22 日,2024-05-23T01:04:07.123Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_22_15_00_52_0f068c6241.png?t=f7d35f4d-f4d6-4875-95a8-6c3f515916ca&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240522,"1. 纪念袁隆平短片《爷爷，我会好好吃饭》
2. 关于保持专注的短文两则
3. AI的终局什么样：从微软发布会能看到些什么
4. 一堂超好玩儿的离谱村 AI 课以及后续开源共创预告
5. 微软携生态级 Agent 杀入，并带来了 50+ 项重大更新"
62c5e926-dd22-4ee3-a9df-b51d3a2cd83f,20240521,知识库精选,知识库精选- 5 月 21 日,2024-05-22T07:49:16.314Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_21_09_25_13_8fa5ddb83c.png?t=62c5e926-dd22-4ee3-a9df-b51d3a2cd83f&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240521,"1. 歸藏新一期 AIGC 周刊来了
2. 阿里云和百度宣布主力模型降价甚至免费
3. a16z 创始人对谈 AGI 创业：AI 能力存在上限
4. 安仔：不用黑魔法，小白也能做一个对接 GPT 大模型的微信聊天机器人
5. 【深度】Ilya Sutskever 精选论文：柏拉图表征假说
6. 微软发布 AI PC"
2c229c41-b03d-4f54-8547-6b493b53cc8b,20240520,知识库精选,知识库精选- 5 月 20 日,2024-05-21T00:48:13.595Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_20_19_41_06_baa64f6141.png?t=2c229c41-b03d-4f54-8547-6b493b53cc8b&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240520,"1. 元子：小白 30min 快速体验 AI 工具
2. 新诗新声：新诗音乐化前景展望
3. 甲子光年：AI 创生时代，2024 中国 AI 新风向 30 条判断
4. 基础教程： Coze “图像流” 抢先体验
5. 【KAN网络】非线性空间美学的崛起，傅里叶级数转世泰勒展开重生
6. AI 教父 Hinton 最新万字精彩访谈：直觉，AI 创新的洞见和思考，未来
7. 小满的 SD 关键词教程"
5b89fca1-b436-4cd8-97a0-d51abbd053f6,20240519,知识库精选,知识库精选- 5 月 19 日,2024-05-21T01:52:04.779Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_20_08_57_41_6551e2aeea.png?t=5b89fca1-b436-4cd8-97a0-d51abbd053f6&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240519,"1. 线下 AI 音乐分享会
2. 新诗新声：新诗音乐化前景展望
3. OpenAI与谷歌多模态重磅更新，生成式AI大战升级第二轮"
3db7a537-3786-4ef4-8b08-8ffbc2a8d37f,20240518,知识库精选,知识库精选- 5 月 18 日,2024-05-21T02:07:28.389Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_18_23_40_15_41dd5a88dd.png?t=3db7a537-3786-4ef4-8b08-8ffbc2a8d37f&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240518,"1. 【大咖分享会】麦橘- AI美人指南
2. a16z 消费合伙人：AI 原生应用早期依然看留存率！优秀创始人采取这 7 种产品策略
3. 谷歌Gemini 1.5技术报告：轻松证明奥数题，Flash版比GPT-4 Turbo快5倍
4. ChatGPT 新功能：""ChatExcel"" 已灰测"
3e370d99-6c18-4c7a-86c7-69ccf790208a,20240517,知识库精选,知识库精选- 5 月 17 日,2024-05-21T02:41:45.119Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_17_15_18_31_4185b6b94e.png?t=3e370d99-6c18-4c7a-86c7-69ccf790208a&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240517,"1. InfoQ：中国AGI市场发展研究报告2024
2. 哈佛大学朱科航：自动化社会科学Agent与人类行为建模 
3. 亲测有效：一文教你注册、安装、订阅使用ChatGPT 4o"
28ba9224-c494-4ab5-bf40-b422672890c5,20240516,知识库精选,知识库精选- 5 月 16 日,2024-05-21T02:38:29.636Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_16_16_01_20_f03c146282.png?t=28ba9224-c494-4ab5-bf40-b422672890c5&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240516,"1. 李飞飞揭秘创业方向“空间智能”：视觉化为洞察，看见成为理解，理解导致行动
2. 腾讯混元是中国首个开源的 AI 绘图大模型
3. 大模型也要打价格战？字节先做了个示范
4. 到底什么是AI时代的教育？以及怎么实现AI教育学习赋能
5. 大模型应用层To B并不是一个新赛道"
32fb59cf-e803-4aa1-951c-3c274ba886e7,20240515,知识库精选,知识库精选- 5 月 15 日,2024-05-21T02:20:33.450Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_15_09_01_47_5fb3590ab1.png?t=32fb59cf-e803-4aa1-951c-3c274ba886e7&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240515,"1. SD Video更新了三个工具
2. Inhai: Agentic Workflow：AI重塑了我的工作流
3. 微软将中国AI团队集体打包去美国，涉及数百人
4. RAGflow 能力拆解
5. 谷歌I/O大会发布会记录
6. OpenAI 联合创始人兼首席科学家离职"
179d2db4-6040-4e8d-9934-acf74997edec,20240514,知识库精选,知识库精选- 5 月 14 日,2024-05-15T01:41:13.609Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_15_08_54_46_df2822b360.png?t=179d2db4-6040-4e8d-9934-acf74997edec&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240514,"1. 《谷歌I/O大会》发布会概览
2. 「通往 AGI 之路」微信视频号更新了OpenAI官方的演示视频中文版
3. 《Coze机器人 + Notion数据库 = 个人知识助理》"
2a9ef1f4-7c3b-4032-8082-c0cbed2b1321,20240513,知识库精选,知识库精选- 5 月 13 日,2024-05-14T01:25:07.062Z,"https://assets.waytoagi.com/usercontent/0eea5e4a_fb1f_465f_978a_e2729af66033_dd0dc42352.png?t=2a9ef1f4-7c3b-4032-8082-c0cbed2b1321&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240513,"1. OpenAI 重磅推出 GPT-4o，可以实时推理音频、视觉和文本
2. Sam Altman 5月最新2万字谈AI未来：GPT-5与OpenAI的使命
3. 大雨：当科技遇上自愿者，一场跨界的思想碰撞盛宴！
4. 「AI 学习三步法：实践」用 Coze 免费打造自己的微信 AI 机器人"
f0d73f89-7a7a-4820-a7fa-ad46c86f498e,20240512,知识库精选,知识库精选- 5 月 12 日,2024-05-13T02:04:04.008Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_12_12_03_51_70480eab02.png?t=f0d73f89-7a7a-4820-a7fa-ad46c86f498e&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240512,"1. 「关键词学社」母亲节的节日海报
2. 一文了解 AI 智能体：技术路线、市场解决方案及建议
3. HeyGen 创始人对话硅谷投资人 Sarah Guo：SaaS 十倍增长背后
4. Coze 的共学快闪第五天，Itao、陈慧凌 《和 AI 成为搭子》"
50692f69-fc0f-43f9-8a4e-a9b8db135c5f,20240511,知识库精选,知识库精选- 5 月 11 日,2024-05-12T10:05:00.300Z,"https://assets.waytoagi.com/usercontent/11c563b4_fce6_423c_b872_842ecb7be558_1adc0930bc.png?t=50692f69-fc0f-43f9-8a4e-a9b8db135c5f&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240511,"1. 满满爸爸和小朋友的绘本共创第二部
2. 罗文分享｜主题：一个方法解锁 COEZ 所有插件的用法
3. Open AI 将于太平洋时间5月13日召开直播会议
4. RAG提示工程系列（二）：大模型安全与防护实践"
dc9f5da7-fc6e-4be1-87f6-53242960368e,20240510,知识库精选,知识库精选- 5 月 10 日,2024-05-11T01:27:08.358Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_11_08_39_08_b8b96c2edb.png?t=dc9f5da7-fc6e-4be1-87f6-53242960368e&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240510,"1. 最新的4个教育GPTs实战教程 By 景淮
2. 【比赛】即梦Dreamina：未来影像计划
3. 2050：一次惊喜，一些相遇
4. ElevenLabs 推出其自己的音乐生成模型 ElevenLabs Music
5. Stability AI推出基于Discord的媒体生成和编辑工具
6. Coze 的共学快闪活动来到了第三天，「谁是卧底」、「Dr.Know」的作者艾木老师分享"
56435ebc-94b9-4f6b-8e77-4d2123ea03d8,20240509,知识库精选,知识库精选- 5 月 9 日,2024-05-10T02:36:43.032Z,"https://assets.waytoagi.com/usercontent/Xnapper_2024_05_09_09_07_57_b857984600.png?t=56435ebc-94b9-4f6b-8e77-4d2123ea03d8&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240509,"1. 画小二团队《李清照》AI视频创作流程项目文档
2. AI 研究报告版块及知识星球上传多份AI报告
3. 阿里巴巴通义千问2.5正式发布，并开源 1100 亿参数模型
4. Coze 共学活动，大圣带来《我眼中的 AI Agent 以及通过搭建知识库实例入门 Coze》
5. 所有生命分子一夜皆可AI预测！AlphaFold 3改变人类对生命的理解
6. 中美AI竞赛，2024开启下半场"
9fbc992f-b0f1-4162-829b-d5e9da4cc47f,20240508,知识库精选,知识库精选- 5 月 8 日,2024-05-09T00:55:30.636Z,"https://assets.waytoagi.com/usercontent/0d393292_93da_4281_bda8_4ab4cd5e3dfe_6adb4193eb.png?t=9fbc992f-b0f1-4162-829b-d5e9da4cc47f&image_process=resize,w_506",https://blog.waytoagi.com/article/news-20240508,"1. 一共166mb干净标准的QA对
2. Controlnet作者张吕敏新作 IC-Light“重打光”
3. 安仔：玩转 Coze，我帮开源 AI 社区搞了一个社群运营机器人
4. Will's AI产品数据 2024年4月
5. 生成式 AI 季度数据报告（2024 年 1-3 月）
6. 我用上了 ChatGPT Search，并做了测试"
